price,href,title
 R$ 74.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/doblo-1-8-adventure-697032129,"
									Doblo 1.8 Adventure - 2006
								"
 R$ 38.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-sportage-2014-2014-2-0-ex-4x2-16v-flex-4p-automatico-687124505,"
									KIA SPORTAGE 2014/2014 2.0 EX 4X2 16V FLEX 4P AUTOMÁTICO - 2014
								"
 R$ 36.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-2018-2019-1-6-16v-sce-flex-expression-manual-654863588,"
									RENAULT SANDERO 2018/2019 1.6 16V SCE FLEX EXPRESSION MANUAL - 2019
								"
 R$ 38.580,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-c-c-plus-c-style-1-6-16v-698805969,"
									HB20 C./C.Plus/C.Style 1.6 16V - 2014
								"
 R$ 11.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-comf-c-plus-c-style-1-0-697096976,"
									HB20 Comf./C.Plus/C.Style 1.0  - 2017
								"
 R$ 72.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chery-face-em-otimo-estado-sem-nada-para-fazer-701813448,"
									Chery Face em otimo estado sem nada para fazer - 2012
								"
 R$ 76.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-689985951,"
									Ford Focus - 2017
								"
 R$ 32.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2017-2017-1-8-16v-flex-limited-4p-automatico-656924465,"
									JEEP RENEGADE 2017/2017 1.8 16V FLEX LIMITED 4P AUTOMÁTICO - 2017
								"
 R$ 38.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-2017-2017-1-0-mpi-attractive-8v-flex-4p-manual-672286402,"
									FIAT PALIO 2017/2017 1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL - 2017
								"
 R$ 17.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-2018-2019-1-6-16v-sce-flex-expression-manual-662726398,"
									RENAULT SANDERO 2018/2019 1.6 16V SCE FLEX EXPRESSION MANUAL - 2019
								"
 R$ 15.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-701803965,"
									Vendo - 2012
								"
 R$ 61.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-fiat-linea-2009-701803693,"
									Vendo ou troco Fiat Linea 2009 - 2009
								"
 R$ 47.990,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-jetta-trendline-1-4-tsi-at-branco-2016-2016-698761407,"
									VOLKSWAGEN JETTA TRENDLINE 1.4  TSI AT Branco 2016/2016 - 2016
								"
 R$ 34.790,https://(null).olx.com.br/(null)/(null)/fox-trendline-1-0-tec-flex-689209859,"
									Fox Trendline 1.0 TEC (Flex)
								"
 R$ 36.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2018-2018-1-0-mpfi-joy-8v-flex-4p-manual-662743489,"
									ONIX 2018/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018
								"
 R$ 35.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/citro-n-c3-2015-2015-1-5-tendance-8v-flex-4p-manual-665877210,"
									CITROËN C3 2015/2015 1.5 TENDANCE 8V FLEX 4P MANUAL - 2015
								"
 R$ 28.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gran-tour-701770660,"
									Gran tour - 2013
								"
 R$ 53.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/linda-freemont-top-precision-2014-651115553,"
									Linda Freemont top precision 2014 - 2014
								"
 R$ 83.990,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cruze-lt-1-4-695671105,"
									CRUZE LT 1.4  - 2019
								"
 R$ 39.900,https://(null).olx.com.br/(null)/(null)/ka-sedan-sel-1-5-16v-flex-694489486,"
									Ka+ Sedan SEL 1.5 16v (Flex)
								"
 R$ 54.940,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-2018-2019-1-5-x-plus-sedan-16v-flex-4p-manual-674529513,"
									TOYOTA ETIOS 2018/2019 1.5 X PLUS SEDAN 16V FLEX 4P MANUAL - 2019
								"
 R$ 43.280,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-2018-2018-1-0-mpfi-joy-8v-flex-4p-manual-675481990,"
									CHEVROLET PRISMA 2018/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018
								"
 R$ 83.290,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-2018-2019-1-4-turbo-lt-16v-flex-4p-automatico-692914718,"
									CHEVROLET CRUZE 2018/2019 1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO - 2019
								"
 R$ 67.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-freemont-2013-2014-2-4-precision-16v-gasolina-4p-automatico-659229023,"
									FIAT FREEMONT 2013/2014 2.4 PRECISION 16V GASOLINA 4P AUTOMÁTICO - 2014
								"
 R$ 33.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-2018-2018-1-0-s-12v-flex-4p-manual-672183457,"
									NISSAN MARCH 2018/2018 1.0 S 12V FLEX 4P MANUAL - 2018
								"
 R$ 25.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/xsara-picasso-exclusive-2-0-16v-664998895,"
									Xsara Picasso Exclusive 2.0 16V - 2011
								"
 R$ 89.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-rav4-2014-2015-2-0-4x2-16v-gasolina-4p-automatico-679459445,"
									TOYOTA RAV4 2014/2015 2.0 4X2 16V GASOLINA 4P AUTOMÁTICO - 2015
								"
 R$ 31.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-sporting-1-6-16v-641514829,"
									Palio SPORTING 1.6 16V - 2012
								"
 R$ 54.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jetta-2-0-8v-671033928,"
									Jetta 2.0 8V - 2014
								"
 R$ 51.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-exclusive-1-6-aut-top-693714332,"
									Citroën C3 Exclusive 1.6 Aut (Top) - 2017
								"
 R$ 29.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/livina-x-gear-sl-1-8-flex-automatica-top-de-linha-abaixo-da-fipe-701728228,"
									Livina X-Gear SL 1.8 Flex Automática - Top de Linha - Abaixo da FIPE - 2014
								"
 R$ 32.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/logan-authentique-hi-flex-1-0-16v-663261161,"
									LOGAN Authentique Hi-Flex 1.0 16V - 2014
								"
 R$ 69.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/focus-2016-2017-2-0-titanium-16v-flex-4p-powershift-698402577,"
									FOCUS 2016/2017 2.0 TITANIUM 16V FLEX 4P POWERSHIFT - 2017
								"
 R$ 18.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/parati-trackfield-701721743,"
									Parati TrackField - 2008
								"
 R$ 13.600,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/omega-gls-2-2-1995-701715080,"
									Omega gls 2.2 1995 - 1995
								"
 R$ 125.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-3-0-4x4-701714500,"
									Toyota Hilux SW4 3.0 4x4 - 2013
								"
 R$ 29.790,https://(null).olx.com.br/(null)/(null)/siena-el-1-4-8v-flex-689029207,"
									Siena EL 1.4 8V (Flex)
								"
 R$ 11.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-0-4p-ar-condicionado-695100345,"
									Fiat Palio 1.0 4p Ar Condicionado - 2004
								"
 R$ 49.990,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-2017-2017-1-8-mpi-adventure-weekend-16v-flex-4p-manual-692886672,"
									PALIO 2017/2017 1.8 MPI ADVENTURE WEEKEND 16V FLEX 4P MANUAL - 2017
								"
 R$ 32.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kia-soul-2010-2011-1-6-ex-16v-flex-4p-manual-692330682,"
									KIA SOUL 2010/2011 1.6 EX 16V FLEX 4P MANUAL - 2011
								"
 R$ 66.600,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-2018-2019-2-0-16v-hi-flex-dynamique-automatico-662688593,"
									RENAULT DUSTER 2018/2019 2.0 16V HI-FLEX DYNAMIQUE AUTOMÁTICO - 2019
								"
 R$ 39.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-2018-2019-1-0-12v-sce-flex-expression-manual-675509394,"
									RENAULT SANDERO 2018/2019 1.0 12V SCE FLEX EXPRESSION MANUAL - 2019
								"
 R$ 23.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-207-sw-completo-693149205,"
									Peugeot 207 SW Completo - 2010
								"
 R$ 19.900,https://(null).olx.com.br/(null)/(null)/celta-4p-ls-1-0-flex-4p-620148445,"
									Celta 4p LS 1.0 (Flex) 4p
								"
 R$ 25.590,https://(null).olx.com.br/(null)/(null)/palio-fire-1-0-8v-flex-4p-679894237,"
									Palio Fire 1.0 8V (Flex) 4p
								"
 R$ 40.890,https://(null).olx.com.br/(null)/(null)/prisma-1-4-lt-spe-4-aut-674213585,"
									Prisma 1.4 LT SPE/4 (Aut)
								"
 R$ 48.990,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/a4-2009-2010-2-0-tfsi-16v-183cv-gasolina-4p-multitronic-646735982,"
									A4 2009/2010 2.0 TFSI 16V 183CV GASOLINA 4P MULTITRONIC - 2010
								"
 R$ 44.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/s10-2003-2004-2-8-4x4-cd-12v-turbo-intercooler-diesel-4p-manual-698407661,"
									S10 2003/2004 2.8 4X4 CD 12V TURBO INTERCOOLER DIESEL 4P MANUAL - 2004
								"
 R$ 44.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-2019-1-5-tivct-flex-se-manual-662866272,"
									FORD KA 2018/2019 1.5 TIVCT FLEX SE MANUAL - 2019
								"
 R$ 37.990,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/logan-expression-hi-flex-1-6-693139471,"
									LOGAN Expression Hi-Flex 1.6  - 2017
								"
 R$ 31.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c3-tendance-1-5-8v-698806514,"
									C3 Tendance 1.5 8V - 2013
								"
 R$ 25.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-idea-attractive-1-4-flex-2014-prata-701628178,"
									Fiat idea attractive 1.4 flex 2014 prata. - 2014
								"
 R$ 20.900,https://(null).olx.com.br/(null)/(null)/megane-sedan-dynamique-2-0-16v-aut-4p-647068876,"
									Mégane Sedan Dynamique 2.0 16V (aut) 4p
								"
 R$ 36.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/urgente-fox-rock-in-rio-701612101,"
									Urgente Fox Rock in Rio - 2016
								"
 R$ 38.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiesta-2013-2014-1-6-titanium-hatch-16v-flex-4p-automatico-701592339,"
									FIESTA 2013/2014 1.6 TITANIUM HATCH 16V FLEX 4P AUTOMÁTICO - 2014
								"
 R$ 2.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gaiola-de-fusca-701585922,"
									Gaiola de fusca - 2020
								"
 R$ 74.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-2017-2018-1-8-16v-evo-flex-freedom-automatico-688997794,"
									FIAT TORO 2017/2018 1.8 16V EVO FLEX FREEDOM AUTOMÁTICO - 2018
								"
 R$ 20.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/2000-00-uno-vivace-2014-701584424,"
									2000,00 uno vivace 2014 - 2014
								"
 R$ 38.630,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2018-2018-1-0-mpfi-joy-8v-flex-4p-manual-675043661,"
									CHEVROLET ONIX 2018/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018
								"
 R$ 43.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-2018-1-5-sigma-flex-se-manual-605379080,"
									FORD KA + 2018/2018 1.5 SIGMA FLEX SE MANUAL - 2018
								"
 R$ 31.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/classe-b-170-1-6-8v-677171314,"
									Classe B 170 1.6 8V - 2009
								"
 R$ 84.340,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-2018-2019-1-8-16v-flex-longitude-4p-automatico-683857248,"
									JEEP RENEGADE 2018/2019 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO - 2019
								"
 R$ 41.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2018-2019-1-6-msi-totalflex-4p-manual-685415518,"
									VOLKSWAGEN VOYAGE 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
 R$ 25.490,https://(null).olx.com.br/(null)/(null)/palio-fire-1-0-8v-4p-flex-679898008,"
									Palio Fire 1.0 8V 4p (Flex)
								"
 R$ 51.690,https://(null).olx.com.br/(null)/(null)/fiorino-1-4-evo-hard-working-weekend-flex-675528599,"
									Fiorino 1.4 Evo Hard Working Weekend (Flex)
								"
 R$ 100.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/q3-2017-2017-1-4-tfsi-ambiente-flex-4p-s-tronic-696009476,"
									Q3 2017/2017 1.4 TFSI AMBIENTE FLEX 4P S TRONIC - 2017
								"
 R$ 36.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/strada-working-1-4-completa-2016-693262327,"
									Strada Working 1.4 Completa 2016 - 2016
								"
 R$ 34.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-2018-693863938,"
									Sandero expression 2018 - 2018
								"
 R$ 41.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2018-2019-1-6-msi-totalflex-4p-manual-692959362,"
									VOLKSWAGEN VOYAGE 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
 R$ 39.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fox-2015-2016-1-6-msi-comfortline-8v-flex-4p-manual-671195486,"
									FOX 2015/2016 1.6 MSI COMFORTLINE 8V FLEX 4P MANUAL - 2016
								"
 R$ 17.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-1-6-escarpade-2010-completa-ar-digital-financio-pego-trocas-ou-moto-632962784,"
									Peugeot 1.6 escarpade 2010 completa + ar digital ,financio pego trocas ou moto - 2010
								"
 R$ 33.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-active-pack-564183138,"
									Peugeot 208 active pack - 2015
								"
 R$ 39.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-2019-1-0-ti-vct-se-12v-flex-4p-manual-673491354,"
									FORD KA 2018/2019 1.0 TI-VCT SE 12V FLEX 4P MANUAL - 2019
								"
 R$ 29.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/doblo-adventure-1-8-no-gnv-684953348,"
									Doblo Adventure 1.8 no GNV - 2009
								"
 R$ 33.790,https://(null).olx.com.br/(null)/(null)/i30-2-0-16v-aut-692350326,"
									i30 2.0 16V (aut)
								"
 R$ 99.700,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-cla-200-2014-2015-1-6-urban-16v-gasolina-4p-automatico-616917517,"
									MERCEDES-BENZ CLA 200 2014/2015 1.6 URBAN 16V GASOLINA 4P AUTOMÁTICO - 2015
								"
 R$ 45.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-2013-2013-1-6-freestyle-16v-flex-4p-manual-602518205,"
									FORD ECOSPORT 2013/2013 1.6 FREESTYLE 16V FLEX 4P MANUAL - 2013
								"
 R$ 26.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mega-e-gran-tour-1-6-unico-dono-701574563,"
									Mega e Gran tour 1.6 único dono - 2012
								"
 R$ 63.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-lt-698264485,"
									Chevrolet Cruze LT - 2016
								"
 R$ 1.300,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/branco-701573070,"
									Branco - 1995
								"
 R$ 8.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-206-2007-completo-valor-de-repasse-em-ate-12-x-no-cartao-juros-do-cartao-701563907,"
									Peugeot 206 2007 completo valor de repasse! Em até 12 x no cartão ?juros do cartão? - 2007
								"
 R$ 42.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-ex-2015-701558195,"
									Honda fit Ex 2015 - 2015
								"
 R$ 28.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/megane-grand-tour-dynam-hi-flex-1-6-8v-669246933,"
									Megane Grand Tour Dynam. Hi-Flex 1.6 8V - 2013
								"
 R$ 109.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/compass-2018-2018-2-0-16v-flex-limited-automatico-697095332,"
									COMPASS 2018/2018 2.0 16V FLEX LIMITED AUTOMÁTICO - 2018
								"
 R$ 4.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/parati-92-701554731,"
									Parati 92 - 1992
								"
 R$ 16.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-completo-695610246,"
									Gol g4 Completo - 2009
								"
 R$ 103.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/troller-t-4-3-2-2016-647094270,"
									Troller T-4 3.2 2016 - 2016
								"
 R$ 78.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-2015-2016-1-8-16v-flex-exl-4p-automatico-683325372,"
									HONDA HR-V 2015/2016 1.8 16V FLEX EXL 4P AUTOMÁTICO - 2016
								"
 R$ 40.990,https://(null).olx.com.br/(null)/(null)/cruze-lt-1-8-16v-ecotec-aut-flex-687471277,"
									Cruze LT 1.8 16V Ecotec (Aut)(Flex)
								"
 R$ 32.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/idea-adventure-locker-2015-701535206,"
									Idea Adventure locker 2015 - 2015
								"
 R$ 41.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gm-montana-1-4-completo-679467735,"
									GM Montana 1.4 Completo - 2018
								"
 R$ 101.990,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2018-2018-2-0-16v-flex-longitude-automatico-660855399,"
									JEEP COMPASS 2018/2018 2.0 16V FLEX LONGITUDE AUTOMÁTICO - 2018
								"
 R$ 104.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/a4-2017-2018-2-0-tfsi-attraction-gasolina-4p-s-tronic-696002639,"
									A4 2017/2018 2.0 TFSI ATTRACTION GASOLINA 4P S TRONIC - 2018
								"
 R$ 52.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20x-premium-1-6-656757443,"
									HB20X Premium 1.6  - 2016
								"
 R$ 9.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-branco-701525055,"
									Corsa branco - 2004
								"
 R$ 36.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-2012-2012-1-4-lx-16v-flex-4p-automatico-678331614,"
									HONDA FIT 2012/2012 1.4 LX 16V FLEX 4P AUTOMÁTICO - 2012
								"
 R$ 82.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/carro-s10-ltz-2013-701518329,"
									Carro s10 Ltz 2013 - 2013
								"
 R$ 24.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/c3-exclusive-1-4-16v-692437117,"
									C3 Exclusive 1.4 16V - 2012
								"
 R$ 25.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/tr4-2006-690743607,"
									Tr4 2006 - 2006
								"
 R$ 53.800,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-2018-2019-1-5-x-plus-sedan-16v-flex-4p-automatico-655503027,"
									TOYOTA ETIOS 2018/2019 1.5 X PLUS SEDAN 16V FLEX 4P AUTOMÁTICO - 2019
								"
 R$ 43.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-2016-2016-1-5-platinum-sedan-16v-flex-4p-manual-691921667,"
									TOYOTA ETIOS 2016/2016 1.5 PLATINUM SEDAN 16V FLEX 4P MANUAL - 2016
								"
 R$ 68.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/wr-v-2018-701494798,"
									Wr-v 2018 - 2018
								"
 R$ 27.000,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-weekend-elx-1-4-701491434,"
									Palio weekend elx 1.4 - 2010
								"
 R$ 29.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ecosport-xlt-freestyle-1-6-flex-completa-ano-2009-701486822,"
									Ecosport xlt freestyle 1.6 flex completa ano 2009 - 2009
								"
 R$ 55.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/cobalt-2018-2019-1-8-mpfi-ltz-8v-flex-4p-automatico-673854959,"
									COBALT 2018/2019 1.8 MPFI LTZ 8V FLEX 4P AUTOMÁTICO - 2019
								"
 R$ 39.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-2018-1-5-sigma-flex-se-manual-681058848,"
									FORD KA 2018/2018 1.5 SIGMA FLEX SE MANUAL - 2018
								"
 R$ 28.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-1-6-sportlaine-701482749,"
									Golf 1.6 sportlaine - 2008
								"
 R$ 12.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-1-0-completo-701476816,"
									GOL 1.0 Completo - 2004
								"
 R$ 31.900,https://(null).olx.com.br/(null)/(null)/aircross-glx-1-6-16v-flex-aut-685052136,"
									Aircross GLX 1.6 16V (Flex) (aut)
								"
 R$ 23.500,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kombi-lotacao-1-4-701472621,"
									Kombi Lotação 1.4 - 2010
								"
 R$ 51.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/palio-weekend-para-pessoas-exigentes-701454796,"
									Palio Weekend para pessoas exigentes - 2018
								"
 R$ 52.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2016-2016-2-0-se-plus-16v-flex-4p-powershift-687036552,"
									FORD FOCUS 2016/2016 2.0 SE PLUS 16V FLEX 4P POWERSHIFT - 2016
								"
 R$ 39.200,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gol-2018-2019-1-6-msi-totalflex-4p-manual-662740418,"
									GOL 2018/2019 1.6 MSI TOTALFLEX 4P MANUAL - 2019
								"
 R$ 41.900,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/variant-jetta-top-de-linha-2010-troca-terreno-701439832,"
									Variant jetta top de linha.2010.troca terreno - 2010
								"
 R$ 22.790,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/prisma-maxx-1-4-sedan-4p-flex-1-4-645717675,"
									Prisma Maxx 1.4 Sedan 4p (Flex) 1.4  - 2011
								"
 R$ 34.899,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/suzuki-sx4-4x4-automatico-672272061,"
									Suzuki SX4 4X4 Automático - 2011
								"
 R$ 54.900,https://(null).olx.com.br/brasil/(null)/prisma-1-4-ltz-spe-4-aut-699724410,"
									Prisma 1.4 LTZ SPE/4 (Aut)
								"
 R$ 47.740,https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2018-2019-1-5-tivct-flex-se-sedan-manual-674636870,"
									FORD KA 2018/2019 1.5 TIVCT FLEX SE SEDAN MANUAL - 2019
								"
